NAME,COUNTY,ELEV_IN_M
Red Lake,Coconino,1714
Plainville,Hartford,58
Forest Knolls,Marin,77
Orleans,Humboldt,123
Chatfield,Crittenden,62
Schaal,Howard,92
El Combate,Cabo Rojo,7
Salyer,Trinity,189
Chismville,Logan,153
Bowmont,Canyon,809
Canyon Diablo,Coconino,1656
Rocky Hill,Hartford,35
Greenbrae,Marin,8
Pike City,Pike,201
Huston,Canyon,768
Delaware,Logan,110
Helena,Trinity,424
Pueblito del Carmen,Guayama,337
Mormon Lake,Coconino,2178
Simsbury,Hartford,55
Driggs,Logan,187
Highland,Pike,177
Burgess,Mercer,214
San Quentin,Marin,11
Cato,Faulkner,101
Madeline,Lassen,1622
Hill City,Camas,1554
Las Croabas,Fajardo,7
Nathan,Pike,124
Waveland,Yell,140
Ravendale,Lassen,1617
Quivero,Coconino,1847
Southington,Hartford,50
Rosboro,Pike,173
Birta,Yell,108
Igo,Shasta,332
Terra Linda,Marin,55
Buena Vista,Humacao,10
Orchard,Ada,961
Alpine,Clark,183
Ono,Shasta,294
Happy Jack,Coconino,2284
South Windsor,Hartford,12
Centerville,Yell,105
Ignacio,Marin,7
Castella,Shasta,594
Bluffton,Yell,134
Palmas del Mar,Humacao,11
Owyhee,Ada,905
Curtis,Clark,73
Chickalah,Yell,124
Winona,Coconino,1909
Enfield,Hartford,47
Ingot,Shasta,353
Marinwood,Marin,42
Naples,Boundary,621
Barber,Ada,852
Onyx,Yell,224
Ducktown,Forsyth,382
Lamoine,Shasta,385
Salina,Apache,1994
Suffield,Hartford,55
Rover,Yell,120
Bristol,Prowers,1085
Platina,Shasta,694
Copeland,Boundary,546
Boise,Ada,823
Big Creek,Forsyth,365
Chambers,Apache,1754
Goodwin,Saint Francis,63
Windsor,Hartford,15
Cameron,Warren,235
Wetmore,Custer,1855
Eastport,Boundary,801
Grasmere,Owyhee,1551
Carr,Weld,1741
Pinta,Apache,1678
Briggsdale,Weld,1483
Avon,Hartford,62
Greenwood,Custer,1972
Brookwood,Forsyth,364
Porthill,Boundary,552
Bruneau,Owyhee,777
Cornish,Weld,1437
Mexican Water,Apache,1476
Lucerne,Weld,1449
Coal Mountain,Forsyth,372
Berlin,Hartford,29
Rosita,Custer,2685
Gill,Weld,1428
Algoma,Bonner,666
Oreana,Owyhee,858
Masters,Weld,1358
Silver City,Forsyth,378
Pebble Beach,Monterey,0
Bloomfield,Hartford,32
McClave,Bent,1179
Vollmar,Weld,1483
Elmira,Bonner,658
Riddle,Owyhee,1636
Wattenberg,Weld,1505
Big Sur,Monterey,44
Columbia,Tolland,158
Caddoa,Bent,1183
Bexar,Marion,158
Prospect Valley,Weld,1477
Careywood,Bonner,695
Silver City,Owyhee,1880
Coventry,Tolland,159
Toonerville,Bent,1275
Elderwood,Tulare,150
Buckingham,Weld,1507
Weston,Marion,213
Stoneham,Weld,1397
Hope,La Paz,465
Cocolalla,Bonner,677
Hereford,Weld,1609
Three Creek,Owyhee,1671
Hebron,Tolland,164
Hawley,Otero,1280
Lemoncove,Tulare,158
Keota,Weld,1513
Arkadelphia,Cullman,112
Colburn,Bonner,662
Hot Springs,Owyhee,789
Union,Tolland,292
Timpas,Otero,1350
Worth,Tulare,165
Galeton,Weld,1454
Coolin,Bonner,748
Gray,Bonneville,1951
Vernon,Tolland,106
Roggen,Weld,1436
Bremen,Cullman,172
Calvin,White,133
Roads End,Tulare,1085
Columbine,Routt,2652
Lakeview,Bonner,696
Bone,Bonneville,1851
Ellington,Tolland,73
Milner,Routt,1988
Badger,Tulare,926
Jones Chapel,Cullman,299
Delafield,Hamilton,126
Thama,Bonner,635
Osgood,Bonneville,1460
Toponas,Routt,2525
Stafford,Tolland,176
Kings Canyon,Jackson,2559
Camp,Fulton,190
Grayson,Winston,258
Egnar,San Miguel,2234
Cowdrey,Jackson,2413
Nordman,Bonner,801
Palisades,Bonneville,1644
Tolland,Tolland,202
Coalmont,Jackson,2504
Glencoe,Fulton,239
Pandora,San Miguel,2729
Rand,Jackson,2630
Avery,Shoshone,770
Springfield,Bingham,1350
Center,Jackson,251
Hiawatha,Moffat,2179
Andover,Tolland,100
Wild Cherry,Fulton,259
Slick Rock,San Miguel,2234
Powder Wash,Moffat,2049
Burke,Shoshone,1128
Sterling,Bingham,1334
Greystone,Moffat,2030
Fortsonia,Elbert,154
Bolton,Tolland,232
Massadona,Moffat,1766
Bexar,Fulton,270
Placerville,San Miguel,2230
Elk Springs,Moffat,1944
Enaville,Shoshone,666
Tuttle,Gooding,1009
Lay,Moffat,1884
Oglesby,Elbert,146
Axial,Moffat,1967
Canterbury,Windham,78
Morriston,Fulton,199
Akin,Franklin,144
Hamilton,Moffat,1903
Roy,Power,1557
Gem,Shoshone,987
Ruckersville,Elbert,194
Blue Mountain,Moffat,1775
Chaplin,Windham,118
Los Medanos,Contra Costa,12
Sturkie,Fulton,222
Crystal,Power,1610
Murray,Shoshone,845
Proctor,Logan,1152
Dailey,Logan,1263
Willard,Logan,1322
Eastford,Windham,156
Brooksville,Blount,244
Walnut Heights,Contra Costa,61
Busch,Carroll,339
Arbon,Power,1578
Bayview,Kootenai,642
Livermore,Larimer,1797
Hendrix,Blount,230
Glendevey,Larimer,2528
Hampton,Windham,202
Gardner,Huerfano,2124
Urbanette,Carroll,392
Buckeye,Larimer,1726
Swanlake,Bannock,1458
Chatcolet,Benewah,649
Oakgrove,Carroll,412
Cuchara,Huerfano,2581
Bellvue,Larimer,1565
Plainfield,Windham,61
Summit,Blount,279
Glen Haven,Larimer,2200
Robin,Bannock,1489
Santa,Benewah,811
Pomfret,Windham,180
Drake,Larimer,1878
Cottonwood,Gallatin,125
Lehigh,Blount,163
Poudre Park,Larimer,1730
Virginia,Bannock,1463
Emida,Benewah,869
Rule,Carroll,394
Masonville,Larimer,1642
Cropsey,McLean,243
Canyon,Alameda,347
Scotland,Windham,84
Lund,Caribou,1677
Fernwood,Benewah,833
Bangor,Blount,145
Center,Sharp,121
Goodrich,Morgan,1336
Hoyt,Morgan,1452
Sterling,Windham,92
Turner,Caribou,1670
Dunton,Dolores,2699
Saint Joe,Benewah,658
Carlisle,Etowah,322
Alvin,Vermilion,201
Dalton,Randolph,114
Niter,Caribou,1649
Collison,Vermilion,211
Cahone,Dolores,2036
Thompson,Windham,178
Keener,Etowah,206
Hale,Yuma,1099
Helmer,Latah,864
Platner,Washington,1351
Lowry,Boone,209
Wayan,Caribou,1963
Delhi,Las Animas,1550
Windham,Windham,83
Woodrow,Washington,1369
Rockledge,Etowah,296
Last Chance,Washington,1469
Greer,Clearwater,336
Olvey,Boone,315
Chesterfield,Caribou,1660
Ludlow,Las Animas,1915
Ashford,Windham,213
Anton,Washington,1484
Wilsonia,Etowah,176
Headquarters,Clearwater,963
Cope,Washington,1342
Henderson,Baxter,205
Vigil,Las Animas,2245
Woodstock,Windham,180
Hatch,Caribou,1683
Lindon,Washington,1499
Burgdorf,Idaho,1866
Paraloma,Sevier,105
Hygiene,Boulder,1553
Gamaliel,Baxter,275
Boncarbo,Las Animas,2096
Sawyers Bar,Siskiyou,683
Henry,Caribou,1871
Glenwood,Idaho,955
Newtown,Fulton,344
Callahan,Siskiyou,960
Conda,Caribou,1888
Arkana,Baxter,226
Ninaview,Las Animas,1351
Warren,Idaho,1801
Moark,Clay,91
Villegreen,Las Animas,1720
Clear Creek,Siskiyou,298
Rogerson,Twin Falls,1493
Arnold Mill,Fulton,297
Fenn,Idaho,998
Boydsville,Clay,105
Andrix,Las Animas,1644
Hamburg,Siskiyou,493
Clover,Twin Falls,1254
Campbellton,Fulton,244
Lucile,Idaho,503
Clifty,Madison,434
Stonewall,Las Animas,2358
Pondosa,Siskiyou,1262
Roseworth,Twin Falls,1412
Crabapple,Fulton,342
Pollock,Idaho,711
Tyrone,Las Animas,1689
Kingston,Madison,415
Heglar,Cassia,1439
Hilt,Siskiyou,886
Ocee,Fulton,356
Harpster,Idaho,480
Gulnare,Las Animas,2128
Alabam,Madison,463
Almo,Cassia,1645
Willow Ranch,Modoc,1442
Red Oak,Fulton,309
Red River Hot Springs,Idaho,1526
Model,Las Animas,1712
Marble,Madison,410
Marion,Cassia,1364
Perez,Modoc,1274
Warsaw,Fulton,308
Gifford,Nez Perce,899
Trinchera,Las Animas,1769
Bridge,Cassia,1448
Buffalo Prairie,Rock Island,230
Pettigrew,Madison,558
Webb,Fulton,323
Lenore,Nez Perce,284
Thatcher,Las Animas,1550
Elba,Cassia,1564
Arbury Hills,Will,220
Red Star,Madison,641
Glendale,Lincoln,80
Lewiston Orchards,Nez Perce,439
O'Neals,Madera,399
Tarry,Lincoln,63
Cherry Hill,Will,192
Brighton,Greene,74
Springdale,Cassia,1278
Yorktown,Lincoln,56
Berenda,Madera,77
Myrtle,Nez Perce,256
Franklin,New London,117
Gainesville,Greene,102
Strevell,Cassia,1611
Tyro,Lincoln,79
Estrella,Alamosa,2307
Spalding,Nez Perce,248
Lebanon,New London,121
Halliday,Greene,84
Gloster,Gwinnett,271
Sublett,Cassia,1526
Ellis,Lemhi,1409
Mosca,Alamosa,2304
North Stonington,New London,40
Zion,Izard,211
Basin,Cassia,1523
May,Lemhi,1545
Mechanicsville,Gwinnett,323
Old Lyme,New London,6
Wideman,Izard,184
Palomar Park,San Mateo,46
Border,Bear Lake,1851
Baker,Lemhi,1329
Salem,New London,111
Myron,Izard,191
San Pablo,Costilla,2467
Fish Haven,Bear Lake,1816
Pittman,Gwinnett,323
Cobalt,Lemhi,1538
Sage,Izard,207
Jaroso,Costilla,2309
Geneva,Bear Lake,1883
Voluntown,New London,82
Gibbonsville,Lemhi,1393
Bunn,Dallas,74
Boswell,Izard,135
Nounan,Bear Lake,1821
Uncasville,New London,24
Gilmore,Lemhi,2180
Chama,Costilla,2493
Dalark,Dallas,88
Mount Olive,Izard,108
Willow,Dallas,100
Ovid,Bear Lake,1810
West Mystic,New London,43
Lemhi,Lemhi,1585
San Pedro,Costilla,2461
Manning,Dallas,68
Durham,Washington,380
Easton,Fairfield,120
North Fork,Lemhi,1107
Mesita,Costilla,2339
Pegram,Bear Lake,1839
Fairview,Dallas,59
Dutch Mills,Washington,313
Fairfield,Fairfield,4
Patterson,Lemhi,1839
Garcia,Costilla,2355
Raymond,Bear Lake,1872
Ivan,Dallas,65
Flag,Stone,355
Monroe,Fairfield,196
Carmen,Lemhi,1166
Deora,Baca,1424
Sharon,Bear Lake,1915
Hanover,Stone,282
New Canaan,Fairfield,92
Shoup,Lemhi,1033
Princeton,Dallas,84
Lycan,Baca,1177
Gwenford,Oneida,1354
Saint James,Stone,176
New Fairfield,Fairfield,183
Indian Valley,Adams,915
Utleyville,Baca,1568
Holbrook,Oneida,1457
Alco,Stone,341
Ramsey,Dallas,86
Redding,Fairfield,181
Meadows,Adams,1212
Stonington,Baca,1161
Buist,Oneida,1590
Ponca,Newton,325
Kelso,Desha,44
Sherman,Fairfield,143
Cuprum,Adams,1310
Daniels,Oneida,1644
Edler,Baca,1418
Compton,Newton,660
Yancopin,Desha,52
Weston,Fairfield,95
Samaria,Oneida,1365
Fruitvale,Adams,939
Pleasant View,Montezuma,2107
Ben Hur,Newton,528
Wilton,Fairfield,73
Halley,Desha,43
Stone,Oneida,1392
Yellow Jacket,Montezuma,2103
Mesa,Adams,991
Greenfield Hill,Fairfield,78
Deer,Newton,713
Woodruff,Oneida,1367
Stoner,Montezuma,2278
Rohwer,Desha,46
Big Creek,Valley,1750
Limestone,Newton,278
Burtons Bridge,McHenry,225
Greens Farms,Fairfield,15
Van Wert,Polk,244
Mayday,La Plata,2662
Lake Fork,Valley,1516
Lurton,Newton,613
Aptakisic,Lake,209
Lyons Plain,Fairfield,40
Hesperus,La Plata,2466
Leslie,Custer,1738
Esom Hill,Polk,279
Mount Judea,Newton,283
Fairview,Franklin,1377
Aspetuck,Fairfield,77
Kline,La Plata,2116
Chilly,Custer,1925
Sandy Plains,Cobb,330
Branchville,Fairfield,107
Westoak,Cobb,346
Titicus,Fairfield,186
Macland,Cobb,306
Topstone,Fairfield,139
Mount Bethel,Cobb,320
Blackwells,Cobb,339
Clarkdale,Cobb,291
Elizabeth,Cobb,354
Floyd,Cobb,308
Leland,Cobb,309
Noonday,Cobb,314
Oakdale,Cobb,249
Edgemont,Riverside,477
Moreno,Riverside,488
Pine Cove,Riverside,1896
Rice,Riverside,285
New Hope,Paulding,327
Round Pond,Saint Francis,59
San Augustine,Santa Barbara,20
Gaviota,Santa Barbara,31
Aplin,Perry,104
Hollis,Perry,151
Abbott,Scott,190
Bates,Scott,184
Harvey,Scott,183
Hon,Scott,195
Hickory Plains,Prairie,76
Butlerville,Lonoke,68
Iron Springs,Pulaski,90
Ferndale,Pulaski,114
Pinnacle,Pulaski,89
Sylvan Hills,Pulaski,120
Cloverdale,Lauderdale,182
Petersville,Lauderdale,186
Underwood,Lauderdale,183
Monroe,Monroe,57
Smale,Monroe,56
Satolah,Rabun,753
Lakemont,Rabun,491
Tanner,Limestone,203
Thach,Limestone,256
Plevna,Madison,259
Chase,Madison,242
Normal,Madison,220
Fackler,Jackson,186
Flat Rock,Jackson,416
Rosalie,Jackson,452
Lim Rock,Jackson,189
Long Island,Jackson,197
Pleasant Grove,Jackson,193
Cisco,Murray,255
Sumac,Murray,229
Ramhurst,Murray,238
Spring Place,Murray,216
Phelps,Whitfield,217
Tilton,Whitfield,200
Waring,Whitfield,263
Graysville,Catoosa,213
Morganville,Dade,219
Rising Fawn,Dade,241
Rock Spring,Walker,258
Linwood,Walker,245
Mount Carmel,Walker,246
Center Post,Walker,218
Cooper Heights,Walker,271
Brickeys,Lee,61
Barton,Colbert,147
Casitas Springs,Ventura,88
Montalvo,Ventura,34
Solromar,Ventura,39
Wheeler Springs,Ventura,453
Portersville,DeKalb,234
Collbran,DeKalb,273
Owensville,Saline,166
Paron,Saline,150
Hollywood,Habersham,464
Habersham,Habersham,385
Turnerville,Habersham,473
Clifton,Los Angeles,48
Florence,Los Angeles,46
Los Nietos,Los Angeles,47
Otterbein,Los Angeles,154
Gorman,Los Angeles,1167
Newhall,Los Angeles,383
Landersville,Lawrence,198
Wren,Lawrence,204
Jessieville,Garland,220
Meyers,Garland,175
Mountain Valley,Garland,208
Oma,Garland,182
Pearcy,Garland,184
Hopper,Montgomery,217
Board Camp,Polk,292
Morgan City,Morgan,363
Moulton Heights,Morgan,187
Flint City,Morgan,184
Eastanollee,Stephens,293
Cypert,Phillips,57
Barton,Phillips,64
West Helena,Phillips,78
Lambrook,Phillips,49
Lundell,Phillips,50
Postelle,Phillips,55
Wabash,Phillips,53
Oakman,Gordon,225
Sugar Valley,Gordon,198
Reeves,Gordon,192
Holland,Chattooga,213
Coosa,Floyd,181
Six Mile,Floyd,214
Pleasant Site,Franklin,157
Isbell,Franklin,206
Crocketts Bluff,Arkansas,52
Van,Arkansas,55
Tate,Pickens,380
Blanche,Cherokee,216
Forney,Cherokee,214
Garretts Mill,Washington,128
Draper,Pulaski,655
Indian Springs,Washington,165
Hiwassee,Pulaski,640
Jugtown,Washington,234
New River,Pulaski,591
Mapleville,Washington,187
Parrott,Pulaski,544
Mercersville,Washington,103
Snowville,Pulaski,584
Pecktonville,Washington,123
Benns Church,Isle of Wight,12
Pinesburg,Washington,152
Camptown,Isle of Wight,4
Pondsville,Washington,258
Carrollton,Isle of Wight,7
Reid,Washington,177
Carrsville,Isle of Wight,21
Ringgold,Washington,233
Clover,Halifax,152
Sandy Hook,Washington,83
Cluster Springs,Halifax,150
Tilghmanton,Washington,152
Mountain Road,Halifax,162
Yarrowsburg,Washington,183
Nathalie,Halifax,162
Barrelville,Allegany,307
Riverdale,Halifax,100
Bier,Allegany,226
Ebony,Brunswick,105
Bowling Green,Allegany,201
Gasburg,Brunswick,94
Carlos,Allegany,603
Warfield,Brunswick,95
Clarysville,Allegany,457
White Oak,Craig,234
Corriganville,Allegany,225
Abiquiu,Rio Arriba,1849
Danville,Allegany,336
Brazos,Rio Arriba,2255
Dawson,Allegany,234
Canjilon,Rio Arriba,2373
Ellerslie,Allegany,223
Cañones,Rio Arriba,2032
Flintstone,Allegany,248
Canova,Rio Arriba,1760
Gilmore,Allegany,519
Gallina,Rio Arriba,2312
Klondike,Allegany,584
Chamita,Rio Arriba,1745
Little Orleans,Allegany,150
Chili,Rio Arriba,1751
Cordova,Rio Arriba,2120
McCoole,Allegany,250
Coyote,Rio Arriba,2052
Midlothian,Allegany,586
Dixon,Rio Arriba,1837
Moscow,Allegany,407
El Duende,Rio Arriba,1736
Mount Savage,Allegany,378
El Rito,Rio Arriba,2096
Nikep,Allegany,428
Ensenada,Rio Arriba,2298
Oldtown,Allegany,173
Hernandez,Rio Arriba,1734
Potomac Park,Allegany,215
La Madera,Rio Arriba,1991
Rawlings,Allegany,226
La Mesilla,Rio Arriba,1715
Borden Shaft,Allegany,547
Spring Gap,Allegany,183
La Villita,Rio Arriba,1742
Vale Summit,Allegany,619
Los Luceros,Rio Arriba,1740
Woodland,Allegany,544
Los Ojos,Rio Arriba,2239
Zihlman,Allegany,486
Lumberton,Rio Arriba,2090
Bloomington,Garrett,320
Lyden,Rio Arriba,1748
Crellin,Garrett,729
Pueblito,Rio Arriba,1726
Finzel,Garrett,775
San Jose,Rio Arriba,1729
Gorman,Garrett,711
Tierra Amarilla,Rio Arriba,2295
Hutton,Garrett,739
Truchas,Rio Arriba,2454
Jennings,Garrett,670
Velarde,Rio Arriba,1756
Swanton,Garrett,723
Youngsville,Rio Arriba,2092
Baltimore Highlands,Baltimore,10
Blanco,San Juan,1697
Adamstown,Frederick,93
Cedar Hill,San Juan,1787
Bartonsville,Frederick,125
Lake Valley,San Juan,1801
Buckeystown,Frederick,83
La Plata,San Juan,1764
Jefferson,Frederick,178
Navajo Dam,San Juan,1743
Libertytown,Frederick,154
Spencerville,San Juan,1730
Monrovia,Frederick,126
Waterflow,San Juan,1543
Point of Rocks,Frederick,77
Capulin,Union,2086
Urbana,Frederick,140
Tres Pinos,San Benito,162
Plumas Lake,Yuba,14
Emory,Washington,648
Fontanet,Vigo,183
Lockwood,Monterey,296
New Goshen,Vigo,197
Baskerville,Mecklenburg,98
Saint Mary of the Woods,Vigo,171
Bracey,Mecklenburg,104
Darrtown,Butler,225
Fairview,Mecklenburg,174
Soda Bay,Lake,426
Thynedale,Mecklenburg,174
Asherville,Mitchell,410
Union Level,Mecklenburg,127
Deseret,Millard,1399
Nelson,Clark,907
Oasis,Millard,1399
Allensworth,Tulare,64
Sutherland,Millard,1410
California Hot Springs,Tulare,1010
Andersonville,Ross,199
Camp Nelson,Tulare,1493
Thompson Springs,Grand,1566
Cedar Slope,Tulare,1767
Delft Colony,Tulare,95
Grimes,Colusa,14
Hartland,Tulare,1341
Lodoga,Colusa,378
Idlewild,Tulare,1132
Maxwell,Colusa,28
Lindcove,Tulare,138
Princeton,Colusa,25
Monson,Tulare,99
Stonyford,Colusa,361
Butlertown,Kent,25
Panorama Heights,Tulare,1505
Edesville,Kent,8
Patterson Tract,Tulare,101
Fairlee,Kent,24
Pine Flat,Tulare,1133
Georgetown,Kent,13
Plainview,Tulare,108
Kennedyville,Kent,21
Posey,Tulare,1085
Foscoe,Watauga,927
Worton,Kent,22
Poso Park,Tulare,1422
Valle Crucis,Watauga,816
Twin Lakes,Lake,2814
Seville,Tulare,108
Cañon,Sandoval,1734
Fulton,Howard,138
Silver City,Tulare,2115
Highland,Howard,158
Sultana,Tulare,111
Cochiti Lake,Sandoval,1702
San Luis,Sandoval,1903
Ilchester,Howard,33
Tonyville,Tulare,110
Scaggsville,Howard,137
Tooleville,Tulare,121
Peggs,Cherokee,283
Norrie,Pitkin,2579
Waukena,Tulare,69
Proctor,Adair,251
Redstone,Pitkin,2192
Wilsonia,Tulare,2022
Titanic,Adair,325
Woody Creek,Pitkin,2239
Yettem,Tulare,105
Harrodsburg,Monroe,170
Kenwood,Delaware,231
Advance,Davie,251
Derwood,Montgomery,143
Bethpage,Sumner,166
Hillsdale,Davie,245
Bransford,Sumner,174
Four Corners,Montgomery,103
Glenmont,Montgomery,135
Castalian Springs,Sumner,151
Fairgarden,Sevier,304
Layhill,Montgomery,134
Cottontown,Sumner,174
Tyro,Davidson,251
Spencerville,Montgomery,152
Fairfield,Sumner,247
Golden,Santa Fe,2023
Burleigh,Cape May,6
Graball,Sumner,284
Arcola,Loudoun,86
New Deal,Sumner,280
Jacona,Santa Fe,1758
Ashburn,Loudoun,90
Oak Grove,Sumner,269
Belmont,Loudoun,91
Shackle Island,Sumner,158
Nambe,Santa Fe,1827
Walnut Grove,Sumner,270
Brambleton,Loudoun,114
San Pedro,Santa Fe,2098
Germanton,Stokes,212
Broadlands,Loudoun,112
Tesuque Pueblo,Santa Fe,1942
Camden,Camden,3
Cascades,Loudoun,85
Rose,Mayes,301
Countryside,Loudoun,92
Bon Aqua Junction,Hickman,275
Lyles,Hickman,264
Wrigley,Hickman,239
North San Ysidro,San Miguel,1988
Pueblo,San Miguel,1815
Ribera,San Miguel,1845
Sena,San Miguel,1791
Soham,San Miguel,1873
Tecolote,San Miguel,1919
Tecolotito,San Miguel,1622
Villanueva,San Miguel,1789
Bell Arthur,Pitt,24
Belvoir,Pitt,11
Stokes,Pitt,16
Lytle Creek,San Bernardino,1042
Oak Glen,San Bernardino,1465
Oak Hills,San Bernardino,1134
Silver Lakes,San Bernardino,745
Spring Valley Lake,San Bernardino,847
Edna,San Luis Obispo,74
Garden Farms,San Luis Obispo,291
Los Berros,San Luis Obispo,63
Oak Shores,San Luis Obispo,300
San Simeon,San Luis Obispo,6
Santa Margarita,San Luis Obispo,308
Whitley Gardens,San Luis Obispo,276
Nara Visa,Quay,1272
Unionville,Bedford,220
Blackgum,Sequoyah,276
Box,Sequoyah,280
Nicut,Sequoyah,177
Bunnlevel,Harnett,43
Mamers,Harnett,99
Denver,Lincoln,274
Millingport,Stanly,199
Dana,Henderson,686
Edneyville,Henderson,684
Fruitland,Henderson,675
Hoopers Creek,Henderson,658
Horse Shoe,Henderson,637
Apison,Hamilton,262
Falling Water,Hamilton,210
Sale Creek,Hamilton,221
Park City,Lincoln,305
Bibo,Cibola,1895
Cubero,Cibola,1895
Fence Lake,Cibola,2156
Moquino,Cibola,1869
San Fidel,Cibola,1882
San Mateo,Cibola,2229
San Rafael,Cibola,1972
Seboyeta,Cibola,1949
Cedro,Bernalillo,2159
Paradise Hills,Bernalillo,1623
Ponderosa Pine,Bernalillo,2294
San Antonito,Bernalillo,2095
Sandia Park,Bernalillo,2157
Sedillo,Bernalillo,2120
Anton Chico,Guadalupe,1601
Llano del Medio,Guadalupe,1597
Newkirk,Guadalupe,1390
Pastura,Guadalupe,1614
Puerto de Luna,Guadalupe,1370
Cordova,Richmond,87
Garey,Santa Barbara,116
Los Olivos,Santa Barbara,255
New Cuyama,Santa Barbara,653
Sisquoc,Santa Barbara,133
Fair Play,Oconee,248
Newry,Oconee,224
Indian Hills,Torrance,1896
Duran,Torrance,1913
Laurel Hill,Scotland,77
Old Hundred,Scotland,95
Adelino,Valencia,1470
Chical,Valencia,1494
El Cerro,Valencia,1476
Madrone,Valencia,1494
Pueblitos,Valencia,1462
Wakulla,Robeson,64
Lake Sherwood,Ventura,270
Santa Rosa Valley,Ventura,157
Santa Susana,Ventura,295
Casco,Cumberland,141
Cousins Island,Cumberland,19
Dulles Town Center,Loudoun,97
Falmouth,Cumberland,26
Southfield,Plymouth,41
Lansdowne,Loudoun,91
Gray,Cumberland,91
The Pinehills,Plymouth,15
Loudoun Valley Estates,Loudoun,114
Littlejohn Island,Cumberland,5
Freedom Plains,Dutchess,96
Lowes Island,Loudoun,58
Naples,Cumberland,86
Hyde Park,Dutchess,57
Knights Landing,Yolo,11
Moorefield Station,Loudoun,112
Standish,Cumberland,131
Rhinecliff,Dutchess,14
Madison,Yolo,46
Oak Grove,Loudoun,119
Steep Falls,Cumberland,90
Salt Point,Dutchess,72
Orchard,Morgan,1343
Herlong,Lassen,1254
South Riding,Loudoun,99
Saint Peter,Fond du Lac,324
Yolo,Yolo,25
Pantops,Albemarle,184
Snyder,Morgan,1278
Titusville,Dutchess,46
Johnstonville,Lassen,1259
Piney Mountain,Albemarle,135
Emison,Knox,141
Sterling,Loudoun,89
Taycheedah,Fond du Lac,229
Weldona,Morgan,1326
Hortonville,Sullivan,245
Keswick,Shasta,226
Rivanna,Albemarle,184
Freelandville,Knox,173
Stone Ridge,Loudoun,86
Bijou Hills,Brule,540
Thatcher,Box Elder,1320
Shasta,Shasta,319
Holmesville,Gage,385
Hasty,Bent,1181
Ragsdale,Knox,176
Sugarland Run,Loudoun,85
Ola,Brule,528
Denio,Humboldt,1283
Montandon,Northumberland,142
Parshall,Grand,2313
La Junta Gardens,Otero,1239
Westphalia,Knox,142
University Center,Loudoun,80
Corn Creek,Mellette,721
Golconda,Humboldt,1342
Overland,Hamilton,518
Aaronsburg,Washington,292
North La Junta,Otero,1235
Burns City,Martin,217
Norris,Mellette,762
Newcastle,Placer,288
Avella,Washington,282
Orovada,Humboldt,1324
Mineola,Mills,314
Anderson,Minnehaha,408
Cathedral,Hinsdale,2717
Dover Hill,Martin,202
Sheridan,Placer,34
Kent,Union,368
Cross Creek,Washington,405
Paradise Valley,Humboldt,1381
Meadow View Addition,Minnehaha,438
Norris Canyon,Contra Costa,148
Raglesville,Daviess,187
Brecon,Hamilton,265
Allenwood,Union,151
Valmy,Humboldt,1375
Elrama,Washington,254
Pine Lakes Addition,Minnehaha,429
North Richmond,Contra Costa,5
Old Jamestown,Saint Louis,168
Dunlap,Hamilton,261
Hendersonville,Washington,304
Laurelton,Union,199
Jackpot,Elko,1610
Hooven,Hamilton,153
Saranap,Contra Costa,55
Oakville,Napa,47
Renner Corner,Minnehaha,442
Hickory,Washington,399
New Columbia,Union,145
Lamoille,Elko,1795
Rutherford,Napa,53
Hidden Spring,Ada,815
Valley Home,Stanislaus,47
Miamitown,Hamilton,159
Lawrence,Washington,310
Montello,Elko,1487
Vicksburg,Union,161
New Baltimore,Hamilton,172
Arrington,Nelson,216
West Milton,Union,152
Oasis,Elko,1790
Millsboro,Washington,240
Lake Luzerne,Warren,172
Silverado Resort,Napa,6
New Haven,Hamilton,171
Lovingston,Nelson,227
Winfield,Union,138
Osino,Elko,1565
Southview,Washington,337
Fulton,Sonoma,41
Murphy,Owyhee,854
North Warren,Warren,371
Allamuchy,Warren,188
Nellysford,Nelson,205
Remington,Hamilton,176
Lincoln,Bonneville,1450
Taylorstown,Washington,309
Geyserville,Sonoma,65
Anderson,Warren,141
Ada,Ottawa,396
Schuyler,Nelson,120
Fort Bidwell,Modoc,1391
Van Voorhis,Washington,285
Jenner,Sonoma,5
Groveland,Bingham,1370
Asbury,Warren,103
East Nicolaus,Sutter,13
Lake City,Modoc,1410
Shipman,Nelson,192
Moreland,Bingham,1360
Kenwood,Sonoma,129
Westland,Washington,318
Blairstown,Warren,108
Meridian,Sutter,15
Wintergreen,Nelson,230
Likely,Modoc,1356
Idalia,Yuma,1209
Penngrove,Sonoma,26
Riverside,Bingham,1359
Brainards,Warren,79
Lookout,Modoc,1263
Atlantic,Accomack,11
Nicolaus,Sutter,11
Joes,Yuma,1302
Salmon Creek,Sonoma,14
