NAME,COUNTY,ELEV_IN_M,ELEV_IN_FT
Grayling,Yukon-Koyukuk,23,75
Bailey's Prairie,Brazoria,11,36
Trujillo Alto,Trujillo Alto,20,66
Akiak,Bethel,4,13
Waipahu,Honolulu,19,62
Larson,Burke,588,1929
Embden,Cass,323,1060
Holy Cross,Yukon-Koyukuk,40,131
Bonney,Brazoria,14,46
Olimpo,Guayama,92,302
Aniak,Bethel,15,49
Nikolski,Aleutians West,2,7
Sweet Grass,Toole,1066,3497
Hughes,Yukon-Koyukuk,97,318
Baker,Clay,286,938
Hillcrest,Brazoria,10,33
Coraz?n,Guayama,68,223
Bethel,Bethel,1,3
Huslia,Yukon-Koyukuk,48,157
Princeton,Latah,767,2516
Unalaska,Aleutians West,4,13
Blanchard,Bonner,697,2287
Iowa Colony,Brazoria,18,59
Chefornak,Bethel,0,0
Guayama,Guayama,73,239
Adak,Aleutians West,54,177
Foxholm,Ward,504,1654
Kaltag,Yukon-Koyukuk,30,98
Buena,Yakima,242,794
Chuathbaluk,Bethel,44,144
Jobos,Guayama,7,23
Jones Creek,Brazoria,4,13
Koyukuk,Yukon-Koyukuk,37,121
Cliffdell,Yakima,758,2487
Atka,Aleutians West,41,135
Logan,Ward,471,1545
Eek,Bethel,0,0
McGrath,Yukon-Koyukuk,101,331
Cowiche,Yakima,533,1749
Saint George,Aleutians West,42,138
Ruthville,Ward,504,1654
Palomas,Yauco,33,108
Christine,Atascosa,101,331
Goodnews Bay,Bethel,9,30
Yauco,Yauco,40,131
Woodsboro,Refugio,12,39
Nenana,Yukon-Koyukuk,109,358
Donald,Yakima,265,869
Saint Paul,Aleutians West,7,23
Mahnomen,Saint Louis,368,1207
Kwethluk,Bethel,4,13
Nile,Yakima,611,2005
Akutan,Aleutians East,51,167
Barton,Pierce,459,1506
Los Llanos,Coamo,138,453
Combes,Cameron,12,39
Nikolai,Yukon-Koyukuk,130,427
Lower Kalskag,Bethel,8,26
Outlook,Yakima,239,784
Mariano Col?n,Coamo,103,338
Santa Rosa,Cameron,15,49
Nulato,Yukon-Koyukuk,35,115
Mekoryuk,Bethel,2,7
Cold Bay,Aleutians East,41,135
Orrin,Pierce,475,1558
Parker,Yakima,283,928
False Pass,Aleutians East,10,33
Napakiak,Bethel,4,13
Palmarejo,Coamo,243,797
South Padre Island,Cameron,3,10
Ruby,Yukon-Koyukuk,72,236
Selz,Pierce,490,1608
Tampico,Yakima,647,2123
Rangerville,Cameron,16,52
Shageluk,Yukon-Koyukuk,19,62
Auburn,Walsh,258,846
King Cove,Aleutians East,23,75
Napaskiak,Bethel,0,0
Coamo,Coamo,125,410
Martinsdale,Meagher,1469,4819
Nash,Walsh,260,853
Sand Point,Aleutians East,16,52
Nightmute,Bethel,28,92
Villalba,Villalba,151,495
Colorado City,Mohave,1517,4977
Ester,Fairbanks North Star,216,709
Harmon,Morton,502,1647
Rosebud,Rosebud,756,2480
Brady,Pondera,1076,3530
Ketchikan,Ketchikan Gateway,6,20
Nunapitchuk,Bethel,3,10
Ciales,Ciales,92,302
Antares,Mohave,1084,3556
Fox,Fairbanks North Star,232,761
Saxman,Ketchikan Gateway,19,62
College,Fairbanks North Star,134,440
Ponce,Ponce,15,49
Beaver Dam,Mohave,558,1831
Platinum,Bethel,0,0
Maxville,Granite,1475,4839
Dupuyer,Pondera,1255,4117
Shawmut,Wheatland,1175,3855
Cane Beds,Mohave,1554,5098
Quinhagak,Bethel,4,13
King Salmon,Bristol Bay,22,72
Fairbanks,Fairbanks North Star,134,440
Coto Laurel,Ponce,69,226
Bryant,Snohomish,52,171
Clearview,Snohomish,183,600
Heil,Grant,706,2316
Centennial Park,Mohave,1517,4977
Mertarvik,Bethel,5,16
Naknek,Bristol Bay,9,30
North Pole,Fairbanks North Star,153,502
Orocovis,Orocovis,513,1683
Meadowdale,Snohomish,28,92
Raleigh,Grant,631,2070
Chloride,Mohave,1226,4022
Hormigueros,Hormigueros,25,82
Deltana,Southeast Fairbanks,344,1129
Butte,Matanuska-Susitna,28,92
South Naknek,Bristol Bay,5,16
Koliganek,Dillingham,47,154
Dot Lake,Southeast Fairbanks,422,1384
Chase,Matanuska-Susitna,150,492
Crozier,Mohave,1220,4003
Mora,Isabela,134,440
Belknap,Sanders,736,2415
Elk City,Idaho,1221,4006
Togiak,Dillingham,1,3
Chickaloon,Matanuska-Susitna,309,1014
Eagle Village,Southeast Fairbanks,261,856
Camas,Sanders,866,2841
Charlos Heights,Ravalli,1142,3747
Isabela,Isabela,71,233
Golden Shores,Mohave,139,456
Aleknagik,Dillingham,11,36
Wasilla,Matanuska-Susitna,104,341
Big Delta,Southeast Fairbanks,304,997
Conner,Ravalli,1228,4029
Santa Clara,Aguas Buenas,449,1473
Hackberry,Mohave,1092,3583
Weeksville,Sanders,752,2467
Clark's Point,Dillingham,1,3
Petersville,Matanuska-Susitna,499,1637
Chicken,Southeast Fairbanks,511,1676
Katherine,Mohave,209,686
Sula,Ravalli,1350,4429
Aguas Buenas,Aguas Buenas,258,846
Dahlen,Nelson,431,1414
Dillingham,Dillingham,31,102
Skwentna,Matanuska-Susitna,52,171
Northway,Southeast Fairbanks,522,1713
Littlefield,Mohave,565,1854
Sweetwater,Nez Perce,334,1096
Barranquitas,Barranquitas,603,1978
Crane,Richland,595,1952
McConnico,Mohave,896,2940
Englevale,Ransom,410,1345
Maricao,Maricao,432,1417
East Fairview,McKenzie,580,1903
Ekwok,Dillingham,33,108
Susitna,Matanuska-Susitna,27,89
Tanacross,Southeast Fairbanks,472,1549
McLeod,Ransom,328,1076
Bynum,Teton,1212,3976
Manokotak,Dillingham,3,10
Talkeetna,Matanuska-Susitna,107,351
Martorell,Yabucoa,26,85
Meadview,Mohave,910,2986
Tetlin,Southeast Fairbanks,506,1660
Elkhorn,Jefferson,1964,6443
Bear Dance,Lake,942,3091
New Stuyahok,Dillingham,42,138
Trapper Creek,Matanuska-Susitna,114,374
Playita,Yabucoa,26,85
Moccasin,Mohave,1552,5092
Tok,Southeast Fairbanks,499,1637
Swan Lake,Lake,946,3104
South Hills,Jefferson,1237,4058
Igiugig,Lake and Peninsula,14,46
Willow,Matanuska-Susitna,66,217
Oatman,Mohave,826,2710
Rosa S?nchez,Yabucoa,26,85
Delta Junction,Southeast Fairbanks,356,1168
Houston,Matanuska-Susitna,77,253
Four Lakes,Spokane,741,2431
Porcupine,Sioux,552,1811
Topock,Mohave,139,456
Yabucoa,Yabucoa,33,108
Iliamna,Lake and Peninsula,47,154
Eagle,Southeast Fairbanks,262,860
Truxton,Mohave,1315,4314
Comunas,Yabucoa,52,171
Ivanof Bay,Lake and Peninsula,2,7
Palmer,Matanuska-Susitna,74,243
Green Bluff,Spokane,704,2310
Altoona,Wahkiakum,14,46
Wainwright,North Slope,8,26
Kokhanok,Lake and Peninsula,24,79
Eureka Roadhouse,Matanuska-Susitna,1001,3284
Mead,Spokane,581,1906
Deep River,Wahkiakum,10,33
Valentine,Mohave,1159,3802
El Negro,Yabucoa,41,135
Point Lay,North Slope,2,7
Grays River,Wahkiakum,7,23
White Hills,Mohave,851,2792
Levittown,Toa Baja,3,10
Levelock,Lake and Peninsula,23,75
Healy,Denali,403,1322
Prudhoe Bay,North Slope,14,46
Ebro,Clearwater,442,1450
Rosburg,Wahkiakum,4,13
Wikieup,Mohave,606,1988
Conkling Park,Kootenai,673,2208
Anaktuvuk Pass,North Slope,663,2175
Sabana Seca,Toa Baja,15,49
Chignik Lagoon,Lake and Peninsula,22,72
McKinley Park,Denali,526,1726
De Lamere,Sargent,325,1066
Yucca,Mohave,556,1824
Campanilla,Toa Baja,7,23
Pedro Bay,Lake and Peninsula,15,49
Cantwell,Denali,676,2218
Rockford Bay,Kootenai,668,2192
Atqasuk,North Slope,21,69
Captain Cook,Hawaii,380,1247
Gallatin Gateway,Gallatin,1511,4957
Craig,Lewis and Clark,1055,3461
Barrow,North Slope,3,10
Candelaria Arenas,Toa Baja,33,108
Perryville,Lake and Peninsula,11,36
Anderson,Denali,157,515
Hawi,Hawaii,177,581
Logan,Gallatin,1255,4117
Kaktovik,North Slope,8,26
Candelaria,Toa Baja,72,236
Marysville,Lewis and Clark,1650,5413
Port Alsworth,Lake and Peninsula,77,253
Hilo,Hawaii,6,20
Sedan,Gallatin,1690,5545
Anchorage,Anchorage,31,102
Ugashik,Lake and Peninsula,9,30
Bethel,Kitsap,96,315
Nuiqsut,North Slope,4,13
Ingenio,Toa Baja,3,10
Chignik,Lake and Peninsula,0,0
Burley,Kitsap,10,33
Cooke City,Park,2308,7572
Gakona,Valdez-Cordova,434,1424
Holualoa,Hawaii,9,30
Point Hope,North Slope,1,3
Culebra,Culebra,3,10
Egegik,Lake and Peninsula,0,0
Corwin Springs,Park,1565,5134
Enetai,Kitsap,30,98
Glennallen,Valdez-Cordova,431,1414
Honalo,Hawaii,445,1460
Shungnak,Northwest Arctic,54,177
Luquillo,Luquillo,4,13
Noatak,Northwest Arctic,16,52
Playa Fortuna,Luquillo,2,7
Gulkana,Valdez-Cordova,422,1384
Honoka'a,Hawaii,332,1089
Emigrant,Park,1490,4888
Gorst,Kitsap,16,52
Newhalen,Lake and Peninsula,23,75
Hansville,Kitsap,8,26
Nondalton,Lake and Peninsula,85,279
Honomu,Hawaii,93,305
Pray,Park,1525,5003
Red Dog Mine,Northwest Arctic,273,896
Ramos,Luquillo,58,190
Kenny Lake,Valdez-Cordova,368,1207
Lo?za,Loiza,3,10
Ambler,Northwest Arctic,27,89
McCarthy,Valdez-Cordova,426,1398
Kailua,Hawaii,16,52
Silver Gate,Park,2253,7392
Keyport,Kitsap,15,49
Pilot Point,Lake and Peninsula,22,72
Mentasta Lake,Valdez-Cordova,678,2224
Su?rez,Loiza,3,10
Buckland,Northwest Arctic,8,26
Springdale,Park,1288,4226
Lofall,Kitsap,22,72
Port Heiden,Lake and Peninsula,19,62
Kea'au,Hawaii,98,322
Chisana,Valdez-Cordova,1021,3350
Maunabo,Maunabo,10,33
Deering,Northwest Arctic,1,3
Karluk,Kodiak Island,0,0
Alzada,Carter,1049,3442
Seabeck,Kitsap,8,26
Laupahoehoe,Hawaii,132,433
Chistochina,Valdez-Cordova,572,1877
Palo Seco,Maunabo,85,279
Kiana,Northwest Arctic,28,92
Akhiok,Kodiak Island,10,33
Fern Prairie,Clark,140,459
Southworth,Kitsap,23,75
Chitina,Valdez-Cordova,181,594
Emajagua,Maunabo,22,72
Kivalina,Northwest Arctic,4,13
Prairie City,Perkins,866,2841
Copper Center,Valdez-Cordova,315,1033
Kobuk,Northwest Arctic,45,148
Palmer,Rio Grande,18,59
Bath,Brown,397,1302
Valdez,Valdez-Cordova,6,20
Kotzebue,Northwest Arctic,6,20
Bath Corner,Brown,397,1302
Whittier,Valdez-Cordova,10,33
Noorvik,Northwest Arctic,0,0
Selawik,Northwest Arctic,0,0
Ferney,Brown,397,1302
Paxson,Valdez-Cordova,1029,3376
Shaktoolik,Nome,7,23
Agency Village,Roberts,464,1522
Slana,Valdez-Cordova,658,2159
Shishmaref,Nome,4,13
Goodwill,Roberts,464,1522
Tatitlek,Valdez-Cordova,20,66
Stebbins,Nome,5,16
Long Hollow,Roberts,373,1224
Teller,Nome,0,0
Kidder,Marshall,394,1293
Pony,Madison,1684,5525
Biddle,Powder River,1016,3333
Long Island,Prince of Wales-Outer Ketchikan,0,0
Bairoa,Caguas,61,200
Sumidero,Aguas Buenas,449,1473
Charlotte Amalie,Saint Thomas,6,20
Cruz Bay,Saint John,6,20
Christiansted,Saint Croix,3,10
Frederiksted,Saint Croix,5,16
Cottondale,Tuscaloosa,105,344
North Haverhill,Grafton,150,492
Clinton,Island,40,131
Martinville,Faulkner,122,400
Trona,San Bernardino,498,1634
Mana,Kauai,6,20
Kamalo,Maui,9,30
Kipahulu,Maui,80,262
Mahukona,Hawaii,5,16
Waihe‘e,Maui,33,108
University Park,Cook,188,617
Long Beach,LaPorte,189,620
Great Falls,Montgomery,62,203
Hubbard Lake,Alpena,223,732
Tomnolen,Choctaw,109,358
Fairview,Burlington,17,56
Pottersville,Somerset,64,210
Glenville,Westchester,67,220
The Village of Indian Hill,Hamilton,172,564
Five Points,Beaver,352,1155
Monahans,Ward,799,2621
Wrangell,Wrangell,21,69
Meyers Chuck,Wrangell,1,3
Adelaide,King,74,243
Grapeview,Mason,13,43
Edmonds,Snohomish,20,66
Woodway,Snohomish,68,223
Georgetown,King,190,623
Mackinaw City,Cheboygan,181,594
Mount Baldy,San Bernardino,1278,4193
Gateway,Mesa,1406,4613
West Frostproof,Polk,47,154
Garden Lakes,Floyd,192,630
Gibson City,Ford,221,725
Grandview,Elk,547,1795
Boquillas Crossing,Brewster,558,1831
Cape Yakataga,Valdez-Cordova (CA),6,20
Hawk Inlet,Hoonah-Angoon (CA),15,49
Lignite,Denali,357,1171
Montana,Matanuska-Susitna,88,289
New Tokeen,Prince of Wales-Hyder (CA),18,59
Brooke,Stafford,25,82
Ridgecrest,King,119,390
Yoman,Pierce,14,46
Sunnyslope,Kitsap,140,459
Wolf,Sheridan,1410,4626
Emory,DeKalb,288,945
Broad Pass (historical),Matanuska-Susitna,650,2133
Continental Divide,McKinley,2203,7228
Quarry,Washington,78,256
Weloka,Hawaii,88,289
Rheem,Contra Costa,179,587
Enos Corner,Pike,137,449
Rocky Ridge Ranch,Ste. Genevieve,218,715
Deep Gap,Watauga,915,3002
Isla,El Paso,1101,3612
Isle au Haut,Knox,14,46
Village of Four Seasons,Camden,225,738
Country Club Village,Andrew,325,1066
Cobalt Village,Madison,234,768
South West City,McDonald,286,938
Loch Lloyd,Cass,303,994
Columbia,Coos,313,1027
Merrimack,Hillsborough,29,95
Gann Valley,Buffalo,521,1709
Witten,Tripp,602,1975
Manderson,Shannon,926,3038
Lakewood (historical),Davidson,143,469
Parkers Crossroads,Henderson,159,522
Three Way,Madison,132,433
Soddy-Daisy,Hamilton,213,699
Hartsville,Trousdale,144,472
Lynchburg,Moore,245,804
Nashville,Davidson,173,568
Falcon Lake,Zapata,108,354
Cache Junction,Cache,1356,4449
Elberta,Utah,1387,4550
Petersboro,Cache,1364,4475
Oljato,San Juan,1719,5640
Heber City,Wasatch,1707,5600
Boulder,Garfield,2042,6699
North Westminster,Windham,126,413
Cabot,Washington,324,1063
South Chesconessex,Accomack,1,3
Buckingham,Buckingham,137,449
Chamberlayne Heights,Henrico,41,135
Gloucester,Gloucester,21,69
Meadowview,Washington,644,2113
Marietta,Whatcom,11,36
McMurray,Skagit,86,282
Nordland,Jefferson,5,16
La Crosse,Whitman,451,1480
Thompson Place,Thurston,67,220
Coalton,Randolph,660,2165
Berkeley Springs,Morgan,185,607
Weston,Marathon,381,1250
Mequon,Ozaukee,204,669
Superior,Douglas,196,643
Brockway,Jackson,260,853
De Forest,Dane,289,948
Jamestown,Grant,268,879
Ottawa,Waukesha,263,863
Parkland,Douglas,232,761
Casper,Natrona,1556,5105
Colony,Crook,1043,3422
Foxpark,Albany,2762,9062
Furnace Creek,Inyo,-58,-190
Clearlake,Lake,432,1417
Tamalpais Valley,Marin,32,105
Albany,Contra Costa,21,69
Malibu,Los Angeles,32,105
West Hollywood,Los Angeles,86,282
Mesa Verde,Riverside,119,390
Rackerby,Butte,232,761
Coulterville,Mariposa,518,1699
El Toro,Orange,159,522
Hollywood,Los Angeles,108,354
Bronx,Bronx,16,52
Manhattan,New York,35,115
Brooklyn,Kings County,15,49
Queens,Queens County,12,39
Staten Island,Richmond County,50,164
Ogletown,New Castle,24,79
Ritchie,Prince George's,50,164
Dares Beach,Calvert,0,0
Chardon,Geauga,375,1230
Hoopersville,Dorchester,0,0
Chaptico,Saint Mary's,3,10
Milford Crossroads,New Castle,96,315
North Attleborough,Bristol,57,187
Calvert,Cecil,139,456
Farmington,Cecil,126,413
Whiteford,Harford,167,548
Prospect,Harford,124,407
Cornersville,Dorchester,1,3
Georgiaville,Providence,49,161
Centerdale,Providence,40,131
Union Village,Providence,79,259
Saunderstown,Washington,33,108
Shawmut,Chambers,0,0
Sunrise,Broward County,3,10
Joiner,Mississippi,72,236
Warm Springs,Randolph,131,430
Flournoy,Caddo,86,282
Washington,Adams,85,279
Brasfield,Prairie,58,190
Holbrook Junction,Douglas,1643,5390
Rockvale,Carbon,0,0
Bozeman Hot Springs,Gallatin,0,0
Watkins,Arapahoe,1672,5485
Parlin,Gunnison,2418,7933
Doyleville,Doyleville,2455,8054
Mineral Hot Springs,Saguache,2362,7749
Lawson,Clear Creek,2471,8107
Dumont,Clear Creek,2418,7933
El Rancho,Jefferson,2359,7739
Granite,Lyon County,399,1309
Carbury,Bottineau,506,1660
Rose Lake,Kootenai,655,2149
Sparta,Sussex,229,751
Manchester,Ocean,42,138
Bacavi,Navajo,1919,6296
Big Springs,Coconino,2118,6949
Double Adobe,Cochise,1222,4009
Carmen,Santa Cruz,997,3271
Nicksville,Cochise,1468,4816
Tumacacori,Santa Cruz,998,3274
Forest Lakes Estates,Coconino,2305,7562
Doyleville,Gunnison,2455,8054
Farson,Wapello,243,797
West Grove,Davis,287,942
Humble City,Lea,1131,3711
Rutheron,Rio Arriba,2221,7287
Los Padillas,Bernalillo,1497,4911
Ojo Caliente,Cibola,1908,6260
Manhattan,Nye,2134,7001
Matanuska,Matanuska-Susitna,8,26
Seal Rock,Lincoln,2,7
South Beach,Lincoln,4,13
Tidewater,Lincoln,23,75
Enning,Meade,925,3035
Marcus,Meade,757,2484
Maurine,Meade,876,2874
Mud Butte,Meade,876,2874
Opal,Meade,801,2628
Plainview,Meade,735,2411
Redowl,Meade,836,2743
White Owl,Meade,851,2792
Fairpoint,Meade,894,2933
Hereford,Meade,809,2654
Howes,Meade,735,2411
Stoneville,Meade,894,2933
Viewfield,Meade,857,2812
Elm Springs,Meade,818,2684
Tilford,Meade,1094,3589
Beekmantown,Clinton,77,253
Black Brook,Clinton,297,974
Ellenburg,Clinton,293,961
Saranac,Clinton,243,797
Schuyler Falls,Clinton,131,430
De Kalb Junction,Saint Lawrence,137,449
Helena,Saint Lawrence,58,190
Newton Falls,Saint Lawrence,456,1496
Nicholville,Saint Lawrence,241,791
Raymondville,Saint Lawrence,77,253
South Colton,Saint Lawrence,285,935
Clare,Saint Lawrence,456,1496
De Kalb,Saint Lawrence,101,331
De Peyster,Saint Lawrence,114,374
Fine,Saint Lawrence,294,965
Fowler,Saint Lawrence,180,591
Hopkinton,Saint Lawrence,242,794
Lisbon,Saint Lawrence,103,338
Louisville,Saint Lawrence,66,217
Oswegatchie,Saint Lawrence,413,1355
Piercefield,Saint Lawrence,479,1572
Pierrepont,Saint Lawrence,226,741
Pitcairn,Saint Lawrence,238,781
Rossie,Saint Lawrence,84,276
Russell,Saint Lawrence,188,617
Bangor,Franklin,234,768
Bombay,Franklin,59,194
Constable,Franklin,108,354
Dickinson,Franklin,220,722
Fort Covington,Franklin,55,180
Harrietstown,Franklin,565,1854
Moira,Franklin,128,420
Santa Clara,Franklin,408,1339
Westville,Franklin,61,200
Bates,Grant,1238,4062
Dale,Grant,889,2917
Fox,Grant,1337,4386
Hamilton,Grant,1123,3684
Izee,Grant,1250,4101
Kimberly,Grant,566,1857
Silvies,Grant,1402,4600
Stephan,Hyde,556,1824
Holabird,Hyde,546,1791
Ashwood,Jefferson,770,2526
Willowdale,Jefferson,538,1765
Grizzly,Jefferson,1128,3701
Foster,Linn,180,591
Hayes,Stanley,614,2014
Wendte,Stanley,485,1591
Mission Ridge,Stanley,605,1985
Hilland,Haakon,793,2602
Milesville,Haakon,718,2356
Nowlin,Haakon,597,1959
Ottumwa,Haakon,680,2231
Kirley,Haakon,655,2149
North Albany,Benton,60,197
Hoskins,Benton,105,344
Bonilla,Beadle,408,1339
Nemo,Lawrence,1414,4639
Paulina,Crook,1124,3688
Post,Crook,1031,3383
Powell Butte,Crook,950,3117
Canning,Hughes,471,1545
Crown Point,Essex,68,223
Essex,Essex,38,125
Jay,Essex,217,712
Keene,Essex,256,840
Lewis,Essex,203,666
Minerva,Essex,423,1388
Moriah,Essex,259,850
Newcomb,Essex,474,1555
North Elba,Essex,599,1965
North Hudson,Essex,269,883
Osceola,Kingsbury,444,1457
Wicksville,Pennington,886,2907
Creighton,Pennington,806,2644
Pedro,Pennington,619,2031
Conata,Pennington,755,2477
Farmingdale,Pennington,845,2772
Imlay,Pennington,799,2621
Rochford,Pennington,1616,5302
Rockerville,Pennington,1332,4370
Cherry Hill,Wayne,223,732
Denton,Wayne,215,705
East Rockwood,Wayne,176,577
Edgewater Heights,Wayne,206,676
Grosse Pointe Shores,Wayne,177,581
Milleville Beach,Wayne,176,577
Conesville,Schoharie,421,1381
New Boston,Wayne,194,636
Gilboa,Schoharie,313,1027
Roulo,Wayne,206,676
Jefferson,Schoharie,569,1867
Sheldon,Wayne,208,682
Seward,Schoharie,361,1184
Ida,Monroe,195,640
Sharon,Schoharie,361,1184
Oakville,Monroe,202,663
Summit,Schoharie,645,2116
Nanson,Rolette,488,1601
Berne,Albany,296,971
Kelvin,Rolette,653,2142
Coeymans,Albany,18,59
Eckman,Bottineau,456,1496
Alma,Allegany,472,1549
Guilderland,Albany,63,207
Omemee,Bottineau,461,1512
Birdsall,Allegany,516,1693
Knox,Albany,376,1234
Russell,Bottineau,447,1467
Scenic,Pennington,857,2812
Burns,Allegany,365,1197
New Scotland,Albany,86,282
Akra,Pembina,295,968
Owanka,Pennington,767,2516
Caneadea,Allegany,382,1253
Rensselaerville,Albany,416,1365
Bowesmont,Pembina,242,794
Silver City,Pennington,1410,4626
South Montrose,Susquehanna,501,1644
Centerville,Allegany,536,1759
Westerlo,Albany,355,1165
Gardar,Pembina,357,1171
Arock,Malheur,1136,3727
Springville,Susquehanna,351,1152
Grove,Allegany,516,1693
Cincinnatus,Cortland,320,1050
Leroy,Pembina,273,896
Beulah,Malheur,1001,3284
Garland,Warren,394,1293
Hume,Allegany,388,1273
Maza,Towner,445,1460
Ironside,Malheur,1153,3783
Cuyler,Cortland,370,1214
Eagleville,Ashtabula,248,814
Independence,Allegany,627,2057
Jamieson,Malheur,762,2500
Clyde,Cavalier,493,1617
New Lyme Station,Ashtabula,276,906
Harford,Cortland,365,1197
West Almond,Allegany,565,1854
Riverside,Malheur,1019,3343
Maida,Cavalier,476,1562
Pierpont,Ashtabula,304,997
Lapeer,Cortland,312,1024
Wirt,Allegany,572,1877
Westfall,Malheur,913,2995
Preble,Cortland,373,1224
Olga,Cavalier,472,1549
Dorset,Ashtabula,299,981
Bovina,Delaware,562,1844
Alkabo,Divide,667,2188
Simons,Ashtabula,324,1063
Alfalfa,Deschutes,1027,3369
Scott,Cortland,430,1411
Colchester,Delaware,390,1280
Coteau,Burke,607,1991
Kelloggsville,Ashtabula,258,846
Hampton,Deschutes,1347,4419
Solon,Cortland,400,1312
Davenport,Delaware,398,1306
Brothers,Deschutes,1414,4639
Taylor,Cortland,338,1109
Northgate,Burke,567,1860
Saybrook,Ashtabula,207,679
Truxton,Cortland,351,1152
Hartland,Ward,634,2080
Warren,Bristol,9,30
Hamden,Delaware,392,1286
Champion,Jefferson,304,997
Virgil,Cortland,428,1404
Niobe,Ward,619,2031
Bristol,Bristol,24,79
Harpersfield,Delaware,508,1667
Worth,Jefferson,377,1237
Willet,Cortland,317,1040
Bonetraill,Williams,731,2398
Barrington,Bristol,9,30
Masonville,Delaware,394,1293
Blue River,Lane,315,1033
Meredith,Delaware,661,2169
Dexter,Lane,204,669
Placer,Josephine,438,1437
Buford,Williams,595,1952
Washington,Kent,74,243
Roxbury,Delaware,455,1493
Leaburg,Lane,208,682
West Warwick,Kent,50,164
Holland,Josephine,460,1509
McGregor,Williams,676,2218
Murphy,Josephine,324,1063
Spring Brook,Williams,631,2070
Ancram,Columbia,158,518
McKenzie Bridge,Lane,415,1362
Coventry Center,Kent,130,427
Austerlitz,Columbia,344,1129
Santa Clara,Lane,119,390
East Greenwich,Kent,37,121
Wilderville,Josephine,281,922
Trenton,Williams,579,1900
Canaan,Columbia,259,850
Vida,Lane,245,804
Silica,Lucas,203,666
Leland,Josephine,331,1086
Zahl,Williams,614,2014
Walterville,Lane,185,607
Elliston,Ottawa,183,600
Claverack,Columbia,62,203
Wolf Creek,Josephine,386,1266
Hanks,Williams,645,2116
Gypsum,Ottawa,177,581
Wheelock,Williams,731,2398
Barrington,Yates,477,1565
Clermont,Columbia,68,223
Goshen,Lane,152,499
Marcola,Lane,163,535
Catawba Island,Ottawa,178,584
Berwick,McHenry,452,1483
Benton,Yates,255,837
Copake,Columbia,166,545
Hillsdale,Columbia,216,709
Italy,Yates,338,1109
Denbigh,McHenry,461,1512
Culp Creek,Lane,293,961
Oakshade,Fulton,245,804
Livingston,Columbia,61,200
Montville,Geauga,367,1204
Middlesex,Yates,235,771
Guthrie,McHenry,484,1588
Cushman,Lane,4,13
New Lebanon,Columbia,212,696
Welshfield,Geauga,376,1234
Potter,Yates,273,896
Simcoe,McHenry,483,1585
Disston,Lane,351,1152
Stockport,Columbia,41,135
Dorena,Lane,281,922
Belden,Mountrail,686,2251
East Claridon,Geauga,372,1220
Starkey,Yates,245,804
Stuyvesant,Columbia,32,105
Columbus,Chenango,395,1296
Coulee,Mountrail,629,2064
Jamestown,Newport,2,7
Mapleton,Lane,0,0
Lostwood,Mountrail,720,2362
Little Compton,Newport,32,105
McCredie Springs,Lane,629,2064
Taghkanic,Columbia,221,725
Coventry,Chenango,506,1660
Middletown,Newport,45,148
Ashland,Greene,433,1421
Swisshome,Lane,65,213
Tagus,Mountrail,667,2188
Lincklaen,Chenango,363,1191
Aylmer,Pierce,481,1578
Durham,Greene,235,771
Portsmouth,Newport,43,141
Cheshire,Lane,102,335
McDonough,Chenango,436,1430
Southam,Ramsey,458,1503
Siltcoos,Lane,19,62
North Norwich,Chenango,316,1037
Jewett,Greene,549,1801
West Kingston,Washington,31,102
Webster,Ramsey,447,1467
Lexington,Greene,403,1322
Otselic,Chenango,413,1355
Denmark,Lewis,296,971
Wakefield,Washington,2,7
Lakewood Park,Ramsey,443,1453
Greig,Lewis,246,807
New Baltimore,Greene,25,82
Pharsalia,Chenango,476,1562
New Shoreham,Washington,6,20
Cashel,Walsh,246,807
Harrisburg,Lewis,355,1165
Conklin,Broome,265,869
Pitcher,Chenango,346,1135
Charlestown,Washington,7,23
Voss,Walsh,256,840
Kirkwood,Broome,272,892
Lyonsdale,Lewis,325,1066
Plymouth,Chenango,379,1243
Exeter,Washington,83,272
Baker,Benson,501,1644
Maine,Broome,278,912
Martinsburg,Lewis,385,1263
Preston,Chenango,448,1470
Belleville,Washington,16,52
Fillmore,Benson,486,1594
New Bremen,Lewis,235,771
Nanticoke,Broome,332,1089
Caroline,Tompkins,295,968
Hopkinton,Washington,51,167
Harlow,Benson,501,1644
Sanford,Broome,359,1178
Danby,Tompkins,377,1237
Falls,Wyoming,185,607
Osceola,Lewis,314,1030
Tokio,Benson,457,1499
Blooming Grove,Orange,109,358
Watson,Lewis,228,748
Triangle,Broome,326,1070
Whitman,Nelson,466,1529
Enfield,Tompkins,337,1106
Michigan,Nelson,461,1512
Greenville,Orange,163,535
Vestal,Broome,253,830
Iona,Lyman,551,1808
Newfield,Tompkins,320,1050
Barton,Tioga,245,804
Lyman,Lyman,534,1752
Hamptonburgh,Orange,136,446
Mekinock,Grand Forks,262,860
Bradford,Steuben,341,1119
Berkshire,Tioga,319,1047
Rutland,Lake,507,1663
Cameron,Steuben,326,1070
Mount Hope,Orange,251,823
Dore,McKenzie,578,1896
Richford,Tioga,340,1115
